array,code,name,latitude,longitude,cgm_latitude,cgm_longitude,declination,lshell,mlt_midnight,mlt_ut
THEMIS,SWNO,Shawano,44.78,271.40,54.72,344.37,-3.51,3.00,6.28,17.72
THEMIS,TPAS,The Pas,53.99,259.06,62.75,326.05,5.86,4.77,7.50,16.50
THEMIS,UKIA,Ukiah,45.14,241.07,51.27,304.83,14.25,2.55,8.92,15.08
THEMIS,WHIT,Whitehorse,61.01,224.78,63.71,281.83,19.67,5.10,10.45,13.55
USGS,BOU,Boulder,40.14,254.76,48.77,322.17,8.27,2.30,7.76,16.24
USGS,BRW,Point Barrow,71.32,203.38,70.53,255.55,15.04,9.00,12.20,11.80
USGS,BSL,NASA Stennis Space Center,30.35,270.36,40.88,342.79,-1.06,1.75,6.39,17.61
USGS,CMO,Fairbanks,64.87,212.14,65.28,267.82,17.64,5.72,11.39,12.61
USGS,DED,Dead Horse,70.36,211.21,70.70,262.87,18.19,9.16,11.72,12.28
USGS,FRD,Corbin,38.20,282.63,47.89,359.89,-10.25,2.22,5.25,18.75
USGS,FRN,Fresno,37.09,240.29,43.20,305.78,12.77,1.88,8.86,15.14
USGS,GUA,Dededo,13.59,144.87,9.55,217.17,0.88,1.03,14.76,9.24
USGS,HON,Honolulu,21.32,202.00,22.33,271.20,9.55,1.17,11.16,12.84
USGS,NEW,Colville National Forest,48.27,242.88,54.70,306.18,14.41,2.99,8.83,15.17
USGS,SHU,Sand Point,55.38,199.54,53.43,261.15,11.79,2.82,11.83,12.17
USGS,SIT,Sitka,57.06,224.67,59.74,283.45,18.66,3.94,10.34,13.66
USGS,SJG,Cayey,18.11,293.85,26.79,12.17,-12.89,1.25,4.43,19.57
USGS,TUC,Tucson,32.17,249.27,40.00,316.73,9.63,1.70,8.13,15.87
PENGUIN,PG0,Antarctica,-83.67,88.68,-78.76,38.21,-110.65,26.30,2.69,21.31
PENGUIN,PG1,Antarctica,-85.50,77.20,-76.98,33.43,-101.10,19.70,3.01,20.99
PENGUIN,PG2,Antarctica,-84.42,57.96,-75.68,39.11,-79.91,16.35,2.63,21.37
PENGUIN,PG3,Antarctica,-84.81,37.62,-73.96,36.72,-60.70,13.10,2.79,21.21
PENGUIN,PG4,Antarctica,-83.34,12.25,-71.25,36.41,-35.89,9.68,2.81,21.19
PENGUIN,PG5,Antarctica,-81.96,5.71,-69.87,37.28,-29.21,8.44,2.76,21.24
